tconst,convert_text,genres
tt8079914,isabel fianc roberto suffer misteri accid put coma without explan aniel expriest expert exorc help isabel find real reason roberto state might origin legend woman migrat citi hundr year ago,"Fantasy,Horror,Thriller"
tt8043572,mexican cartel found new way make drug addict new drug flakka possess evil demon surfac make everi user flesh eat bloodi thirsti zombi,"Horror,Thriller"
tt7984130,fear safeti children two parent embark danger mission council ashton fall,Horror
tt7978638,girl chase psychot killer run hous look help discov frat hous perhap thing wors killer frat brother,Horror
tt7948854,clayton thompson recent colleg graduat believ best art world creat darkest hour artist live fuel thought decid self document process write first stori film seri interview best friend girlfriend ultim lead explan plan get drop unmark north georgia mountain camera equip minim suppli left way commun outsid world saniti test seem loom presenc near,"Horror,Thriller"
tt7914308,fallen hero power resurrect undead must save world deadli infect turn world popul undead savag,"Action,Horror,Sci-Fi"
tt7821266,gabriel araujo live alon daughter laura wife die car accid one day gabriel receiv inherit grandfath old hous ciudad fernndez gabriel decid go hous stay day daughter judg give hous gabriel tri convinc want stay hous invit classmat school celebr laura birthday night ramiro gabriel brother appear home seek reconcili brother gabriel forgiv howev first night paranorm activ manifest hous happen martin one laura friend find satan book call devlon read demon appear seek someon take possess bodi gabriel chosen one,Horror
tt7756398,four boy came know hidden truth live journey hidden truth,"Fantasy,Horror,Mystery"
tt7665012,nearli two decad mother mysteri disappear sofia kassi lind receiv anonym photo mother held captiv remot villag norway though doubt photo authent sister certain cryptic photo hold key solv decad old question mother disappear along film crew sister set cross countri trek uncov truth villag long sinc abandon said roam norwegian boogieman buse mann confin villag ancient curs legend curs lift buse mann name must repeat time live descend villag along trek drunken dare mention demon name set free come come us,"Horror,Sci-Fi,Thriller"
tt7644852,viciou predat descend isol ranch lone bounti hunter must work want outlaw surviv nightfat collid gritti supernatur horror film set wild west cimarron territori violenc vice reign suprem may place woman bounti hunter ree cutter rais dust bullet youngest son notori kilburn clan earn price head cutter hunt drag justic viciou predat descend isol ranch leav littl hope escap unabl trust anyon far spit cutter must find way work butcher order surviv night,Horror
tt7640194,six nt believ legend legend centuri reason,"Horror,Thriller"
tt7593582,cleon homeless woman live street lo angel recount tale work mysteri evil,Horror
tt7539144,reveng stricken man die thing give peac kill women wrong find alon outsid underwear get train devil,"Comedy,Horror"
tt7529614,super model movi star victor shot fashion runway sent purgatori chasm must journey tv archway confront demon fame fetish vaniti quest redempt amidst media satur coverag appar death shackl experiment independ featur shot entir super vh super film comment celebr surreal horrif hyster style complet comed commerci interspers throughout main plot,"Comedy,Fantasy,Horror"
tt7525426,group guy decid leav capit explor abandon mental asylum see thing go wrong,Horror
tt7424940,mike struggl actor la crave fame find nt expect pay high price dream forget nt defi moral norm,Horror
tt7423450,two japanes sister come lo angel first time travel invit chicken parti place make intern friend first parti nice fun end night turn nightmar sister must get kill,"Horror,Thriller"
tt7347558,friend travel remot forest search treasur rumor buri nt know ventur onto ancient indian burial ground make terrifi discoveri,Horror
tt7344984,set presentday follow scott tom sizemor rebecca johnson move home late dr lazaru saint young son vincent kill hous fire rebecca discov ghost vincent warn scott becom dead lazaru realiz doom unless stop reborn lazaru,Horror
tt7310734,year thirteen year event first film confus diari confus vampir reintroduc vampirewitch demigod calida exlov lare vampir king chicago formal introduc calida equal sexi scintil older sister alena well wingedgoddess yemeseta deriv orisha rule region astral plane lastli jade wilson death disabl everyth alien human elimin termin nonhuman togeth moon mission stop corrupt higher god astral plane plot bring back day noah nimrod day old meanwhil orisha leader leagu baron samedi bad intent reliev clan higher god creat ever higher tension two clan god make task moon much harder trial god underway moon may need look outsid enlist help anoth stori transcend dimens unfold loyalti test,Horror
tt7304198,near futur scientif advanc trigger apocalypt event lone survivor must embark quest reconnect life,"Horror,Music,Sci-Fi"
tt7302296,realiti tv show deadli consequ five singl peopl look romanc,Horror
tt7248320,inspir true account maledict rodeo road concern stori young profession coupl leas residenti properti palm spring california discov troubl histori includ demon possessionexorc site grisli multipl homicid year seri strang bizarr paranorm incid occur indic presenc supernatur entiti new home meanwhil collect mm home movi discov attic resid depict horrend demon possessionexorc former occup hous sub plot stori jesuit priest nearbi cathol church seen possibl bulwark grow demon maledict resid although evid satan cult work behindthescen brutal black mass type homicid uncov law enforc palm spring eventu demon influenc hous take hold first young coupl child father final jesuit priest decid perform exorc freed clutch noonday devil great cost possess exorc appear well world,Horror
tt7228618,never know time bring victim,"Drama,Horror"
tt7174372,old west preacher turn gunsling must find stop childhood friend rampag violent witchcraft beyond save join famou africanamerican marshal bass reev caught adventur beyond anyth ever face mad blood magic ensu steadfast love faith friend may yet save day,"Drama,Horror,Western"
tt7165654,devin kelli encount devin landlord one cold night christma season strang mysteri way soon discov mind much power tool know,"Drama,Horror,Thriller"
tt7159092,stori revolv around protagonist gautham love interest shreya renown industrialist mr sharma contain four parallel stori connect one singl incid stori unravel mani secret cours search mysteri david begin,"Drama,Horror,Thriller"
tt7154870,group ghost hunter paranorm searcher squad travel clown motel see legend william mcreadi murder motel owner clown fetish true investig motel cemeteri paranorm activ start lose track one anoth one one group becom smaller fear live ghost william mcreadi abroad live tell stori,Horror
tt6936858,young woman trap apart unseen otherworldli forc new life goal surviv escapeclarissa stephen young teenag stay silkwood apart mom one day find trap apart unseen otherworldli forc monster fill grotesqu void clarissa trap victim attempt surviv escap unseen serial killer leav mark featur length chapter veil antholog,"Fantasy,Horror,Mystery"
tt6910730,devil disguis insur salesman appear suburb london,"Comedy,Fantasy,Horror"
tt6870808,alien crash land desert infect everyth come contact threaten human earth,"Action,Horror,Sci-Fi"
tt6869880,skinni zophia work togeth deciph true caus immort curs entir town hunt downwith psychot father betray silvertongu skinni thrown hide even though entir town find skinni focus attent person trust zophia mysteri man expos link zophia past two new friend must work togeth surviv onslaught brought guy skinford also halffac kovak,"Action,Horror,Thriller"
tt6843652,behind mask mardi gra someth sinist stalk street new orlean film onloc final day carniv group friend prey upon mysteri killerfat tuesday horror film set height festiv mardi gra new orlean featur hannah gross upcom netflix seri mindhunt main role mysteri sociopath killer prey upon group friend shot entir locat six night film provid immers almost documentari look feel blur line fact fiction,Horror
